Ticker,Origin,Company,Sector,Group,Category,Loss,Income Drop
CYTK,USA,Cytokinetics Inc,Healthcare,Biotechnology,Drugs,9,4
CYT,USA,Cytec Industries Inc,Basic Materials,Specialty Chemicals,Chemicals,3,5
CYRX,USA,Cryoport Inc,Consumer Goods,Packaging & Containers,Consumer NonDurables,10,6
CYN,USA,City National Corp,Financial,Regional - Northeast Banks,Banking,0,0
CYH,USA,Community Health Systems Inc,Healthcare,Hospitals,Health Services,5,5
CYCC,USA,Cyclacel Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,10,3
CYBE,USA,CyberOptics Corp,Technology,Scientific & Technical Instruments,Electronics,5,4
CY,USA,Cypress Semiconductor Corp,Technology,Semiconductor - Broad Line,Electronics,6,5
CYAN,USA,Cyanotech Corp,Healthcare,Biotechnology,Drugs,4,4
CXO,USA,Concho Resources Inc,Basic Materials,Oil & Gas Drilling & Exploration,Energy,4,6
CXDC,USA,China XD Plastics Co Ltd,Consumer Goods,Rubber & Plastics,Consumer NonDurables,0,4
CWT,USA,California Water Service Group,Utilities,Water Utilities,Utilities,0,6
CWST,USA,Casella Waste Systems Inc,Industrial Goods,Waste Management,Materials & Construction,6,2
CWK,Jersey,Cushman & Wakefield PLC,N/D,-,-,2,1
CWH,USA,Camping World Holdings Inc,Financial,REIT - Office,Real Estate,1,2
CWEN,USA,Clearway Energy,Utilities,Electric Utilities,Utilities,2,5
CWEI,USA,Clayton Williams Energy Inc,Basic Materials,Independent Oil & Gas,Energy,3,4
CWCO,Cayman Islands,Consolidated Water Co Ltd,Utilities,Water Utilities,Utilities,0,2
CWAY,USA,Coastway Bancorp Inc,Financial,Regional - Northeast Banks,Banking,2,2
CW,USA,Curtiss-Wright Corp,Industrial Goods,Diversified Machinery,Manufacturing,0,2
CVV,USA,CVD Equipment Corp,Industrial Goods,Diversified Machinery,Manufacturing,5,5
CVU,USA,CPI Aerostructures Inc,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,2,4
CVTI,USA,Covenant Transportation Group Inc,Services,Trucking,Transportation,1,5
CVT,USA,Cvent Inc,Technology,Application Software,Computer Software & Services,3,3
CVS,USA,CVS Health Corp,Healthcare,Health Care Plans,Health Services,1,2
CVRR,USA,CVR Refining LP,Basic Materials,Oil & Gas Refining & Marketing,Energy,0,3
CVRS,USA,Corindus Vascular Robotics Inc,Healthcare,Medical Appliances & Equipment,Health Services,10,5
CVR,USA,Chicago Rivet & Machine Co,Industrial Goods,Machine Tools & Accessories,Manufacturing,0,1
CVNA,USA,Carvana Co,Services,Auto Dealerships,Specialty Retail,4,3
CVM,USA,CEL-SCI Corp,Healthcare,Biotechnology,Drugs,11,6
CVLY,USA,Codorus Valley Bancorp Inc,Financial,Regional - Northeast Banks,Banking,0,3
CVLT,USA,CommVault Systems Inc,Technology,Application Software,Computer Software & Services,3,5
CVGW,USA,Calavo Growers Inc,Consumer Goods,Farm Products,Food & Beverage,2,4
CVI,USA,CVR Energy Inc,Basic Materials,Oil & Gas Refining & Marketing,Energy,0,4
CVGI,USA,Commercial Vehicle Group Inc,Services,Auto Parts Wholesale,Wholesale,2,3
CVG,USA,Convergys Corp,Services,Business Services,Diversified Services,1,5
CVEO,Canada,Civeo Corp,Services,Business Services,Diversified Services,6,2
CVCY,USA,Central Valley Community Bancorp,Financial,Regional - Pacific Banks,Banking,0,2
CVCO,USA,Cavco Industries Inc,Industrial Goods,Residential Construction,Materials & Construction,0,1
CVC,USA,Cablevision Systems Corp,Services,CATV Systems,Media,0,4
CVBF,USA,CVB Financial Corp,Financial,Regional - Pacific Banks,Banking,0,2
CVA,USA,Covanta Holding Corp,Industrial Goods,Waste Management,Materials & Construction,3,5
CUTR,USA,Cutera Inc,Healthcare,Medical Appliances & Equipment,Health Services,7,3
CURO,USA,Curo Group Holdings Corp,N/D,-,-,1,0
CUR,USA,Neuralstem Inc,Healthcare,Biotechnology,Drugs,10,4
CUO,USA,Continental Materials Corp,Industrial Goods,Diversified Machinery,Manufacturing,5,6
CUK,United Kingdom,Carnival PLC,Services,General Entertainment,Leisure,8,7
CUDA,USA,Barracuda Networks Inc,Technology,Communication Equipment,Telecommunications,3,1
CUI,USA,CUI Global Inc,Industrial Goods,Industrial Electrical Equipment,Manufacturing,10,5
CUBI,USA,Customers Bancorp Inc,Financial,Regional - Northeast Banks,Banking,0,2
CUB,USA,Cubic Corp,Technology,Scientific & Technical Instruments,Electronics,1,5
CTY,USA,Qwest 7.375% Notes,Technology,Telecom Services - Domestic,Telecommunications,0,0
CTXS,USA,Citrix Systems Inc,Technology,Business Software & Services,Computer Software & Services,1,3
CTWS,USA,Connecticut Water Service Inc,Utilities,Water Utilities,Utilities,3,3
CTVA,USA,Corteva Inc,Industrial Goods,Agricultural Chemicals,Chemicals,2,0
CTSO,USA,Cytosorbents Corp,Healthcare,Medical Laboratories & Research,Health Services,10,6
CTSH,USA,Cognizant Technology Solutions Corp,Technology,Business Software & Services,Computer Software & Services,0,3
CTRN,USA,Citi Trends Inc,Services,Apparel Stores,Retail,3,3
CTS,USA,CTS Corp,Technology,Diversified Electronics,Electronics,1,6
CTRL,USA,Control4 Corp,Technology,Diversified Electronics,Electronics,2,2
CTMX,USA,CytomX Therapeutics Inc,Healthcare,Biotechnology,Drugs,6,4
CTLT,USA,Catalent Inc,Healthcare,Drugs - Generic,Drugs,0,2
CTL,USA,CenturyLink Inc,Technology,Telecom Services - Domestic,Telecommunications,3,5
CTIC,USA,CTi Biopharma Corp,Healthcare,Biotechnology,Drugs,11,5
CTIB,USA,CTI Industries Corp,Consumer Goods,Rubber & Plastics,Consumer NonDurables,5,5
CTHR,USA,Charles & Colvard Ltd,Services,Jewelry Stores,Specialty Retail,7,3
CTG,USA,Computer Task Group Inc,Technology,Information Technology Services,Computer Software & Services,2,4
CTCT,USA,Constant Contact Inc,Services,Marketing Services,Media,0,2
CTBI,USA,Community Trust Bancorp Inc,Financial,Regional - Southeast Banks,Banking,0,2
CTB,USA,Cooper Tire & Rubber Co,Consumer Goods,Rubber & Plastics,Consumer NonDurables,0,5
CTAS,USA,Cintas Corp,Services,Business Services,Diversified Services,0,1
CSX,USA,CSX Corp,Services,Railroads,Transportation,0,3
CSWC,USA,Capital Southwest Corp,Financial,Asset Management,Financial Services,0,1
CSV,USA,Carriage Services Inc,Services,Personal Services,Diversified Services,0,3
CSU,USA,Capital Senior Living Corp,Healthcare,Long-Term Care Facilities,Health Services,8,6
CSS,USA,CSS Industries Inc,Services,"Specialty Retail,Other",Specialty Retail,3,4
CST,USA,CST Brands Inc,Services,"Specialty Retail,Other",Specialty Retail,0,3
CSRA,USA,CSRA Inc,Technology,Information Technology Services,Computer Software & Services,0,0
CSPI,USA,CSP Inc,Technology,Information Technology Services,Computer Software & Services,5,6
CSOD,USA,Cornerstone OnDemand Inc,Technology,Application Software,Computer Software & Services,10,4
CSLT,USA,Castlight Health Inc,Technology,Application Software,Computer Software & Services,7,1
CSL,USA,Carlisle Companies Inc,Consumer Goods,Rubber & Plastics,Consumer NonDurables,0,4
CSII,USA,Cardiovascular Systems Inc,Healthcare,Medical Appliances & Equipment,Health Services,8,6
CSGS,USA,CSG Systems International Inc,Technology,Business Software & Services,Computer Software & Services,0,3
CSGP,USA,CoStar Group Inc,Financial,Property Management,Real Estate,1,3
CSFL,USA,Centerstate Bank Corp,Financial,Regional - Southeast Banks,Banking,1,2
CSCO,USA,Cisco Systems Inc,Technology,Networking & Communication Devices,Computer Hardware,0,5
CSBR,USA,Champions Oncology Inc,Healthcare,Biotechnology,Drugs,10,4
CSBK,USA,Clifton Bancorp Inc,Financial,Savings & Loans,Banking,0,2
CRZO,USA,Carrizo Oil & Gas Inc,Basic Materials,Independent Oil & Gas,Energy,2,2
CRY,USA,CryoLife Inc,Healthcare,Medical Appliances & Equipment,Health Services,3,5
CRWS,USA,Crown Crafts Inc,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,0,1
CRWN,USA,Crown Media Holdings Inc,Services,CATV Systems,Media,1,3
CRWD,USA,Crowdstrike Holdings Inc,Technology,Application Software,Computer Software & Services,2,1
CRVP,USA,Crystal Rock Holdings Inc,Consumer Goods,Beverages - Soft Drinks,Food & Beverage,4,3
CRUS,USA,Cirrus Logic Inc,Technology,Semiconductor - Specialized,Electronics,0,5
CRVL,USA,CorVel Corp,Financial,Insurance Brokers,Insurance,0,2
CRTO,France,Criteo SA,Technology,Internet Information Providers,Internet,0,1
CRTN,USA,Cartesian Inc,Services,Management Services,Diversified Services,9,5
CRSP,Switzerland,CRISPR Therapeutics AG,Healthcare,Biotechnology,Drugs,5,4
CRS,USA,Carpenter Technology Corp,Industrial Goods,Metal Fabrication,Manufacturing,0,4
CROX,USA,Crocs Inc,Consumer Goods,Textile - Apparel Footwear & Accessories,Consumer NonDurables,3,4
CRR,USA,CARBO Ceramics Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,5,6
CRMD,USA,CorMedix Inc,Healthcare,Biotechnology,Drugs,10,6
CRMT,USA,Americas Car-Mart Inc,Services,Auto Dealerships,Specialty Retail,0,3
CRM,USA,Salesforce.com Inc,Technology,Application Software,Computer Software & Services,5,5
CRK,USA,Comstock Resources Inc,Basic Materials,Independent Oil & Gas,Energy,8,5
CRIS,USA,Curis Inc,Healthcare,Biotechnology,Drugs,10,5
CRI,USA,Carters Inc,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,0,3
CREG,United States of Ameri,,,,,,
MCO,USA,Moodys Corp,Services,Business Services,Diversified Services,0,
LTXB,USA,LegacyTexas Financial Group Inc,Financial,Savings & Loans,Banking,0,
GCI,USA,Gannett Co Inc,Services,Publishing - Newspapers,Media,0,
FSB,USA,Franklin Financial Network Inc,Financial,Money Center Banks,Banking,0,
EV,USA,Eaton Vance Corp,Financial,Asset Management,Financial Services,0,
DAR,USA,Darling Ingredients Inc,Industrial Goods,Waste Management,Materials & Construction,0,
CR,USA,Crane Co,Industrial Goods,Diversified Machinery,Manufacturing,0,
CPS,USA,Cooper-Standard Holdings Inc,Consumer Goods,Auto Parts,Automotive,0,
CPRT,USA,Copart Inc,Services,Auto Dealerships,Specialty Retail,0,
CPRI,USA,Capri Holdings Limited,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,0,
CPPL,USA,Columbia Pipeline Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,0,
CPK,USA,Chesapeake Utilities Corp,Utilities,Gas Utilities,Utilities,0,
CPGX,USA,Columbia Pipeline Group Inc,Basic Materials,Oil & Gas Pipelines,Energy,0,
CPB,USA,Campbell Soup Co,Consumer Goods,Processed & Packaged Goods,Food & Beverage,0,
CP,Canada,Canadian Pacific Railway Ltd,Services,Railroads,Transportation,0,
COTV,USA,Cotiviti Holdings Inc,Technology,Healthcare Information Services,Computer Software & Services,0,
COST,USA,Costco Wholesale Corp,Services,"Discount,Variety Stores",Retail,0,
CORE,USA,Core-Mark Holding Company Inc,Services,Food Wholesale,Wholesale,0,
COO,USA,Cooper Companies Inc,Healthcare,Medical Instruments & Supplies,Health Services,0,
COLM,USA,Columbia Sportswear Co,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,0,
COLB,USA,Columbia Banking System Inc,Financial,Savings & Loans,Banking,0,
COL,USA,Rockwell Collins Inc,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,0,
COHR,USA,Coherent Inc,Technology,Scientific & Technical Instruments,Electronics,0,
COF,USA,Capital One Financial Corp,Financial,Credit Services,Financial Services,0,
CNXN,USA,PC Connection Inc,Services,Computers Wholesale,Wholesale,0,
CNW,USA,Con-way Inc,Services,Trucking,Transportation,0,
CNS,USA,Cohen & Steers Inc,Financial,Asset Management,Financial Services,0,
CNOB,USA,ConnectOne Bancorp Inc,Financial,Regional - Northeast Banks,Banking,0,
CNNE,USA,Cannae Holdings Inc,N/D,-,-,0,
CNK,USA,Cinemark Holdings Inc,Services,"Movie Production,Theaters",Media,0,
CNBKA,USA,Century Bancorp Inc,Financial,Regional - Northeast Banks,Banking,0,
CNA,USA,CNA Financial Corp,Financial,Property & Casualty Insurance,Insurance,0,
CMS,USA,CMS Energy Corp,Utilities,Electric Utilities,Utilities,0,
CMP,USA,Compass Minerals International Inc,Basic Materials,Industrial Metals & Minerals,Metals & Mining,0,
CMI,USA,Cummins Inc,Industrial Goods,Diversified Machinery,Manufacturing,0,
CMG,USA,Chipotle Mexican Grill Inc,Services,Restaurants,Leisure,0,
CME,USA,CME Group Inc,Financial,Investment Brokerage - National,Financial Services,0,
CMD,USA,Cantel Medical Corp,Healthcare,Medical Instruments & Supplies,Health Services,0,
CMCSA,USA,Comcast Corp,Services,Entertainment - Diversified,Media,0,
CLX,USA,Clorox Co,Consumer Goods,Housewares & Accessories,Consumer Durables,0,
CLFD,USA,Clearfield Inc,Technology,Communication Equipment,Telecommunications,0,
CLCT,USA,Collectors Universe Inc,Services,Business Services,Diversified Services,0,
CLB,Netherlands,Core Laboratories NV,Basic Materials,Oil & Gas Equipment & Services,Energy,0,
CL,USA,Colgate-Palmolive Co,Consumer Goods,Personal Products,Consumer NonDurables,0,
CKX,USA,CKX Lands Inc,Financial,Property Management,Real Estate,0,
CIZN,USA,Citizens Holding Co,Financial,Regional - Northeast Banks,Banking,0,
CIX,USA,CompX International Inc,Services,Security & Protection Services,Diversified Services,0,
CINR,USA,Ciner Resources LP,Basic Materials,Industrial Metals & Minerals,Metals & Mining,0,
CINF,USA,Cincinnati Financial Corp,Financial,Property & Casualty Insurance,Insurance,0,
CI,USA,Cigna Corp,Healthcare,Health Care Plans,Health Services,0,
CHUY,USA,Chuys Holdings Inc,Services,Restaurants,Leisure,0,
CHSCP,USA,CHS Inc,Consumer Goods,"Tobacco Products,Other",Tobacco,0,
CHSCO,USA,CHS Inc,Consumer Goods,"Tobacco Products,Other",Tobacco,0,
CHSCN,USA,CHS Inc,Consumer Goods,"Tobacco Products,Other",Tobacco,0,
CHSCM,USA,CHS Inc,Consumer Goods,"Tobacco Products,Other",Tobacco,0,
CHSCL,USA,CHS Inc,Consumer Goods,"Tobacco Products,Other",Tobacco,0,
CHRW,USA,C.H. Robinson Worldwide Inc,Services,Air Delivery & Freight Services,Transportation,0,
CHMG,USA,Chemung Financial Corp,Financial,Regional - Pacific Banks,Banking,0,
CHH,USA,Choice Hotels International Inc,Services,Lodging,Leisure,0,
CHFN,USA,Charter Financial Corp,Financial,Regional - Mid-Atlantic Banks,Banking,0,
CHEF,USA,Chefs Warehouse Inc,Services,Food Wholesale,Wholesale,0,
CHE,USA,Chemed Corp,Healthcare,Home Health Care,Health Services,0,
CHDN,USA,Churchill Downs Inc,Services,Gaming Activities,Leisure,0,
CHD,USA,Church & Dwight Co Inc,Consumer Goods,Cleaning Products,Consumer NonDurables,0,
CHCO,USA,City Holding Co,Financial,Regional - Mid-Atlantic Banks,Banking,0,
CFNL,USA,Cardinal Financial Corp,Financial,Regional - Southeast Banks,Banking,0,
CFNB,USA,California First National Bancorp,Financial,Regional - Pacific Banks,Banking,0,
CFG,USA,Citizens Financial Group Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,
CFFN,USA,Capitol Federal Financial Inc,Financial,Savings & Loans,Banking,0,
CFFI,USA,C&F Financial Corp,Financial,Regional - Mid-Atlantic Banks,Banking,0,
CERN,USA,Cerner Corp,Technology,Healthcare Information Services,Computer Software & Services,0,
CEIX,USA,Consol Energy Inc,N/D,-,-,0,
CE,USA,Celanese Corp,Basic Materials,Chemicals - Major Diversified,Chemicals,0,
CDK,USA,CDK Global Inc,Technology,Application Software,Computer Software & Services,0,
CDEV,USA,Silver Run Acquisition Corp,Basic Materials,Independent Oil & Gas,Energy,0,
CCS,USA,Century Communities Inc,Industrial Goods,Residential Construction,Materials & Construction,0,
CCNE,USA,CNB Financial Corp,Financial,Regional - Northeast Banks,Banking,0,
CCMP,USA,Cabot Microelectronics Corp,Technology,Semiconductor - Integrated Circuits,Electronics,0,
CCL,USA,Carnival Corp,Services,Resorts & Casinos,Leisure,0,
CCK,USA,Crown Holdings Inc,Consumer Goods,Packaging & Containers,Consumer NonDurables,0,
CCF,USA,Chase Corp,Industrial Goods,Industrial Equipment & Components,Manufacturing,0,
CCC,USA,Calgon Carbon Corp,Industrial Goods,Pollution & Treatment Controls,Manufacturing,0,
CBU,USA,Community Bank System Inc,Financial,Regional - Midwest Banks,Banking,0,
CBZ,USA,CBIZ Inc,Services,Business Services,Diversified Services,0,
CBSH,USA,Commerce Bancshares Inc,Financial,Regional - Midwest Banks,Banking,0,
CBRL,USA,Cracker Barrel Old Country Store Inc,Services,Restaurants,Leisure,0,
CBPO,Cayman Islands,China Biologic Products Holdings Inc,Healthcare,Biotechnology,Drugs,0,
CBOE,USA,Cboe Global Markets Inc,Financial,Diversified Investments,Financial Services,0,
CBNJ,USA,Cape Bancorp Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,
CBFV,USA,CB Financial Services Inc,Financial,Regional - Northeast Banks,Banking,0,
CB,Switzerland,Chubb Ltd,Financial,Property & Casualty Insurance,Insurance,0,
CATO,USA,Cato Corp,Services,Apparel Stores,Retail,0,
CATY,USA,Cathay General Bancorp,Financial,Regional - Pacific Banks,Banking,0,
